No.,Sector,Sub Industry Code,Sub Industry,Code,Stock Name,Sharia,FS Date,Fiscal Year End,Type of FS,Auditor's Opinion,"Assets, b.IDR","Liabilities, b.IDR","Equity, b.IDR","Sales, b.IDR","EBT, b.IDR",Profit for the Period,Profit attr.to owner's,"EPS, IDR","Book Value, IDR","P/E Ratio, x","Price to BV, x","D/E Ratio, x","ROA, %","ROE, %","NPM, %",Harga Saham
580.00,Financials,G412,General Insurance,LPGI,Lippo General Insurance Tbk,S,06/30/2022,Dec,U,,"2,995.94","2,205.82",790.12,"1,315.72",100.27,92.74,92.74,680.86,"5,267.47",7.34,0.95,2.79,4.00,15.00,9.00,5004.10
581.00,Financials,G414,Reasurance,MREI,Maskapai Reasuransi Indonesia Tbk,S,06/30/2022,Dec,U,,"4,285.39","2,839.37","1,405.89","1,370.88",66.09,77.77,77.77,-460.29,"2,715.17",-9.54,1.60,2.02,-6.00,-17.00,-17.00,4344.27
582.00,Financials,G412,General Insurance,MTWI,Malacca Trust Wuwungan Insurance Tbk,S,03/31/2022,Dec,U,,600.84,464.84,135.99,86.19,-1.47,-1.47,-1.47,4.44,89.13,31.72,1.58,3.42,1.00,5.00,8.00,140.83
583.00,Financials,G412,General Insurance,PNIN,Paninvest Tbk,S,06/30/2022,Dec,U,,"35,922.66","5,161.59","30,707.51","1,365.49",629.45,"1,348.92",968.24,201.83,"7,547.95",5.40,0.14,0.17,4.00,4.00,97.00,1056.71
584.00,Financials,G413,Life Insurance,PNLF,Panin Financial Tbk,S,06/30/2022,Dec,U,,"33,386.05","4,693.70","28,676.90","2,038.53",973.91,974.19,893.97,42.01,895.54,9.09,0.43,0.16,4.00,5.00,68.00,385.08
585.00,Financials,G412,General Insurance,TUGU,Asuransi Tugu Pratama Indonesia Tbk,S,06/30/2022,Dec,U,,"21,883.24","12,946.08","8,937.15","3,713.58",265.15,225.39,191.29,204.81,"5,027.15",11.47,0.47,1.45,2.00,4.00,10.00,2362.76
586.00,Financials,G412,General Insurance,VINS,Victoria Insurance Tbk,S,06/30/2022,Dec,U,,295.33,109.16,186.17,73.18,1.97,1.97,1.97,8.42,127.46,17.82,1.18,0.59,4.00,7.00,17.00,150.40
587.00,Financials,G511,Financial Holdings,APIC,Pacific Strategic Financial Tbk,S,06/30/2022,Dec,U,,"6,612.23","4,402.62","2,209.61","1,241.95",90.34,87.56,86.63,10.53,187.79,113.44,6.36,1.99,1.00,3.00,5.00,1194.34
588.00,Financials,G511,Financial Holdings,BCAP,MNC Kapital Indonesia Tbk,S,06/30/2022,Dec,U,,"22,643.45","16,601.17","6,042.28","1,384.39",60.44,61.16,52.38,4.27,141.77,26.95,0.81,2.75,1.00,3.00,13.00,114.83
589.00,Financials,G511,Financial Holdings,BPII,Batavia Prosperindo Internasional Tbk,S,06/30/2022,Dec,U,,"3,065.07","1,736.47","1,328.60",557.07,115.34,87.56,69.33,263.31,"2,363.11",30.00,3.34,1.31,5.00,11.00,27.00,7892.79
590.00,Financials,G511,Financial Holdings,CASA,Capital Financial Indonesia Tbk,S,06/30/2022,Dec,U,,"36,443.77","24,460.41","8,421.10","4,775.36",31.89,29.29,23.36,0.52,154.58,"1,483.14",5.01,2.90,0.00,0.00,1.00,774.45
591.00,Financials,G512,Investment Companies,DNET,PT Indoritel Makmur Internasional Tbk.,S,06/30/2022,Dec,U,,"18,308.66","6,578.38","11,730.28",469.74,668.02,645.21,614.60,90.19,827.01,41.13,4.49,0.56,7.00,11.00,272.00,3713.27
592.00,Financials,G511,Financial Holdings,GSMF,Equity Development Investment Tbk,S,06/30/2022,Dec,A,WTP,"5,621.84","3,039.59","2,582.25",264.14,9.18,4.08,3.26,0.34,181.46,242.43,0.45,1.18,0.00,0.00,2.00,81.66
593.00,Financials,G512,Investment Companies,LPPS,PT Lenox Pasifik Investama Tbk,S,06/30/2022,Dec,U,,"1,143.61",0.04,"1,143.58",0.10,-97.78,-97.78,-97.78,14.25,441.83,6.45,0.21,0.00,-13.00,-13.00,"-142,846.00",92.78
594.00,Financials,G512,Investment Companies,MGNA,PT Magna Investama Mandiri Tbk,S,06/30/2022,Dec,U,,0.13,3.58,-3.45,0.00,-1.60,-1.60,-1.60,-1.78,-1.86,-28.16,-26.89,-1.04,"-2,950.00",0.00,0.00,50.02
595.00,Financials,G512,Investment Companies,NICK,PT Charnic Capital Tbk.,S,06/30/2022,Dec,U,,310.92,1.65,309.28,-4.27,-5.00,-5.00,-5.00,329.95,474.97,1.35,0.94,0.01,49.00,49.00,0.00,446.47
596.00,Financials,G511,Financial Holdings,OCAP,Onix Capital Tbk,S,06/30/2022,Dec,U,,8.26,211.94,-203.68,0.00,-8.67,-8.67,-8.67,-32.53,-745.55,-4.89,-0.21,-1.04,-108.00,0.00,0.00,156.57
597.00,Financials,G511,Financial Holdings,PEGE,Panca Global Kapital Tbk,S,06/30/2022,Dec,U,,450.31,104.99,345.32,-48.36,-53.19,-53.40,-53.40,-61.43,121.87,-11.15,5.62,0.30,-39.00,-50.00,0.00,684.91
598.00,Financials,G511,Financial Holdings,PLAS,Polaris Investama Tbk,S,06/30/2020,Dec,U,,185.25,31.27,153.99,1.98,-1.44,-1.49,-1.49,-0.32,130.03,0.00,0.38,0.20,0.00,0.00,-19.00,49.41
599.00,Financials,G511,Financial Holdings,POOL,Pool Advista Indonesia Tbk,S,06/30/2022,Dec,U,,410.10,9.75,400.36,19.23,-8.58,-8.58,-8.17,-19.05,170.99,-2.62,0.29,0.02,-11.00,-11.00,-232.00,49.59
600.00,Financials,G511,Financial Holdings,SFAN,Surya Fajar Capital Tbk,S,06/30/2022,Dec,U,,296.92,116.02,180.90,-0.25,-32.45,-32.45,-33.48,-34.14,133.02,-45.84,11.80,0.64,-16.00,-26.00,0.00,1569.64
601.00,Financials,G511,Financial Holdings,SMMA,Sinarmas Multiartha Tbk,S,06/30/2022,Dec,U,,"121,937.04","98,990.56","22,946.49","14,842.19",327.08,292.44,254.61,82.77,"3,603.60",148.61,3.41,4.31,0.00,2.00,4.00,12288.28
602.00,Financials,G512,Investment Companies,SRTG,PT Saratoga Investama Sedaya Tbk.,S,06/30/2022,Dec,U,,"62,541.92","4,071.06","58,470.86","1,397.31","3,858.77","3,320.24","3,310.28",952.45,"4,310.47",2.77,0.61,0.07,21.00,22.00,925.00,2629.39
603.00,Financials,G511,Financial Holdings,STAR,Buana Artha Anugerah Tbk,S,06/30/2022,Dec,U,,510.30,3.12,507.18,2.08,0.80,0.80,0.80,0.95,105.66,130.98,1.18,0.01,1.00,1.00,221.00,124.68
604.00,Financials,G511,Financial Holdings,VICO,Victoria Investama Tbk,S,06/30/2022,Dec,U,,"25,793.14","21,159.78","3,744.89","1,146.81",82.54,68.92,25.46,-3.51,372.09,-47.02,0.44,5.65,0.00,-1.00,-2.00,163.72
605.00,Properties & Real Estate,H111,Real Estate Development & Management,ADCP,Adhi Commuter Properti Tbk,S,06/30/2022,Dec,U,,"6,219.18","3,828.61","2,390.57",307.98,37.63,37.59,37.59,6.03,107.58,13.27,0.75,1.60,2.00,6.00,44.00,80.69
606.00,Properties & Real Estate,H111,Real Estate Development & Management,AMAN,Makmur Berkah Amanda Tbk,S,06/30/2022,Dec,U,,880.60,256.53,624.08,45.65,4.91,4.77,6.13,7.99,161.11,80.71,4.00,0.41,4.00,6.00,78.00,644.44
607.00,Properties & Real Estate,H111,Real Estate Development & Management,APLN,Agung Podomoro Land Tbk,S,06/30/2022,Dec,LR,,"29,048.37","18,771.81","10,276.56","2,202.59",-139.82,-233.95,-383.41,-19.49,452.73,-6.11,0.26,1.83,-2.00,-6.00,-28.00,117.71
608.00,Properties & Real Estate,H111,Real Estate Development & Management,ARMY,Armidian Karyatama Tbk,S,09/30/2021,Dec,U,,"1,713.25",237.05,"1,476.20",41.34,3.35,3.35,3.35,0.61,163.91,81.64,0.31,0.16,0.00,0.00,13.00,50.81
609.00,Properties & Real Estate,H111,Real Estate Development & Management,ASPI,Andalan Sakti Primaindo Tbk,S,06/30/2022,Dec,U,,101.79,28.79,72.99,4.57,0.05,0.05,0.10,-1.35,107.06,-67.23,0.85,0.39,-1.00,-1.00,-18.00,91.00
610.00,Properties & Real Estate,H111,Real Estate Development & Management,ASRI,Alam Sutera Realty Tbk,S,06/30/2022,Dec,U,,"21,840.54","12,082.43","9,758.10","1,953.91",208.47,218.50,216.84,30.91,496.61,5.60,0.34,1.24,3.00,6.00,31.00,168.85
611.00,Properties & Real Estate,H111,Real Estate Development & Management,ATAP,Trimitra Prawara Goldland Tbk,S,06/30/2022,Dec,U,,110.85,32.36,78.49,13.66,0.58,0.19,0.19,1.23,62.79,87.73,1.72,0.41,1.00,2.00,11.00,108.00
612.00,Properties & Real Estate,H111,Real Estate Development & Management,BAPA,Bekasi Asri Pemula Tbk,S,06/30/2022,Dec,U,,137.31,6.89,130.41,1.92,-2.11,-2.11,-2.11,-2.68,197.06,-58.69,0.85,0.05,-1.00,-1.00,-92.00,167.50
613.00,Properties & Real Estate,H111,Real Estate Development & Management,BAPI,Bhakti Agung Propertindo Tbk,S,06/30/2022,Dec,U,,644.94,216.89,428.05,10.23,0.56,0.30,0.30,-0.17,76.55,-287.56,0.65,0.51,1.00,1.00,33.00,49.76
614.00,Properties & Real Estate,H111,Real Estate Development & Management,BBSS,Bumi Benowo Sukses Sejahtera Tbk,S,06/30/2022,Dec,U,,253.62,3.47,250.15,0.43,-0.62,-0.67,-0.67,-0.22,52.11,-261.44,1.19,0.01,0.00,0.00,-247.00,62.01
615.00,Properties & Real Estate,H111,Real Estate Development & Management,BCIP,Bumi Citra Permai Tbk,S,06/30/2022,Dec,U,,893.65,436.70,456.95,47.22,10.44,8.01,7.23,4.96,319.56,12.70,0.20,0.96,1.00,2.00,15.00,63.91
616.00,Properties & Real Estate,H111,Real Estate Development & Management,BEST,Bekasi Fajar Industrial Estate Tbk,S,06/30/2022,Dec,U,,"5,988.82","1,564.71","4,424.11",345.24,139.36,130.21,130.22,-0.31,458.58,-442.26,0.30,0.35,2.00,3.00,39.00,137.57
617.00,Properties & Real Estate,H111,Real Estate Development & Management,BIKA,Binakarya Jaya Abadi Tbk,S,06/30/2022,Dec,U,,"3,131.39","3,331.04",-199.65,40.08,-46.88,-46.88,-13.91,68.33,-337.09,2.05,-0.42,-16.68,1.00,0.00,101.00,141.58
618.00,Properties & Real Estate,H111,Real Estate Development & Management,BIPP,Bhuwanatala Indah Permai Tbk,S,06/30/2022,Dec,U,,"1,956.64",829.76,"1,126.88",188.13,26.94,20.44,7.49,0.42,224.09,124.44,0.23,0.74,0.00,0.00,1.00,51.54
619.00,Properties & Real Estate,H111,Real Estate Development & Management,BKDP,Bukit Darmo Property Tbk,S,06/30/2022,Dec,U,,774.08,349.59,424.49,19.09,-20.37,-22.07,-22.07,-5.18,56.49,-22.39,1.52,0.82,-5.00,-9.00,-204.00,85.86
620.00,Properties & Real Estate,H111,Real Estate Development & Management,BKSL,Sentul City Tbk,S,06/30/2022,Dec,A,WTP,"16,603.83","6,136.74","10,467.09",408.56,-25.06,-26.54,-21.31,-0.81,156.03,-64.23,0.33,0.59,0.00,-1.00,-13.00,51.49
621.00,Properties & Real Estate,H111,Real Estate Development & Management,BSDE,Bumi Serpong Damai Tbk,S,06/30/2022,Dec,U,,"63,690.88","27,594.04","36,096.84","3,835.62",510.06,509.04,463.64,51.80,"1,704.98",17.76,0.54,0.76,2.00,3.00,30.00,920.69
622.00,Properties & Real Estate,H111,Real Estate Development & Management,CITY,Natura City Developments Tbk,S,06/30/2022,Dec,U,,940.20,77.42,862.78,13.92,-12.57,-12.80,-12.80,-0.76,159.62,-203.64,0.93,0.09,0.00,0.00,-29.00,148.45
623.00,Properties & Real Estate,H111,Real Estate Development & Management,COWL,Cowell Development Tbk,S,09/30/2019,Dec,U,,"3,660.96","2,768.59",892.38,236.94,-5.77,-25.89,-25.92,-9.28,183.19,0.00,0.27,3.10,-1.00,-5.00,-19.00,49.46
624.00,Properties & Real Estate,H111,Real Estate Development & Management,CPRI,Capri Nusa Satu Properti Tbk,S,03/31/2022,Dec,U,,210.34,26.44,183.91,0.79,-0.44,-0.51,-0.51,-1.67,75.58,-29.91,0.66,0.14,-2.00,-2.00,-513.00,49.88
625.00,Properties & Real Estate,H111,Real Estate Development & Management,CSIS,Cahayasakti Investindo Sukses Tbk,S,06/30/2022,Dec,U,,538.90,244.68,294.22,31.18,7.24,7.24,2.78,6.99,225.11,11.44,0.36,0.83,2.00,3.00,29.00,81.04
626.00,Properties & Real Estate,H111,Real Estate Development & Management,CTRA,Ciputra Development Tbk,S,06/30/2022,Dec,U,,"40,920.41","20,517.01","20,403.40","4,665.19","1,240.33","1,092.01","1,004.81",121.59,"1,099.30",7.85,0.86,1.01,6.00,11.00,48.00,945.40
627.00,Properties & Real Estate,H111,Real Estate Development & Management,DADA,Diamond Citra Propertindo Tbk,S,06/30/2022,Dec,U,,767.11,423.09,344.02,19.00,5.86,5.86,5.85,1.13,47.92,44.27,1.04,1.23,1.00,2.00,43.00,49.84
628.00,Properties & Real Estate,H111,Real Estate Development & Management,DART,Duta Anggada Realty Tbk,S,06/30/2022,Dec,U,,"6,514.13","4,225.94","2,288.19",149.36,-205.09,-215.10,-215.09,-135.42,728.40,-1.46,0.27,1.85,-7.00,-19.00,-285.00,196.67
629.00,Properties & Real Estate,H111,Real Estate Development & Management,DILD,Intiland Development Tbk,S,06/30/2022,Dec,LR,,"16,567.06","10,762.65","5,804.41",960.41,-183.05,-217.41,-162.92,-6.15,559.95,-29.26,0.32,1.85,-1.00,-2.00,-13.00,179.18
630.00,Properties & Real Estate,H111,Real Estate Development & Management,DMAS,Puradelta Lestari Tbk,S,06/30/2022,Dec,U,,"6,763.52",872.26,"5,891.26","1,067.07",669.45,660.70,660.04,22.54,122.23,7.81,1.44,0.15,16.00,18.00,102.00,176.01
631.00,Properties & Real Estate,H111,Real Estate Development & Management,DUTI,Duta Pertiwi Tbk,S,06/30/2022,Dec,U,,"15,192.03","4,669.49","10,522.54","1,256.00",264.64,263.94,257.76,287.27,"5,687.86",16.88,0.85,0.44,4.00,6.00,50.00,4834.68
632.00,Properties & Real Estate,H111,Real Estate Development & Management,ELTY,Bakrieland Development Tbk,S,03/31/2022,Dec,,,"11,661.60","3,547.11","8,114.49",218.54,-24.26,-26.80,-12.22,0.00,186.45,0.00,0.27,0.44,0.00,0.00,0.00,50.34
633.00,Properties & Real Estate,H111,Real Estate Development & Management,EMDE,Megapolitan Developments Tbk,S,06/30/2022,Dec,U,,"3,776.96","2,118.88","1,658.08",58.30,-36.87,-36.87,-36.76,301.28,494.95,0.47,0.28,1.28,27.00,61.00,"1,731.00",138.59
634.00,Properties & Real Estate,H111,Real Estate Development & Management,FMII,Fortune Mate Indonesia Tbk,S,06/30/2022,Dec,U,,791.03,156.30,634.73,11.15,0.00,-0.29,-0.29,3.37,233.27,101.57,1.50,0.25,1.00,1.00,82.00,349.91
635.00,Properties & Real Estate,H111,Real Estate Development & Management,FORZ,Forza Land Indonesia Tbk,S,09/30/2020,Dec,U,,596.70,305.17,291.53,11.40,5.70,5.70,5.68,6.37,146.94,0.00,0.34,1.05,2.00,4.00,111.00,49.96
636.00,Properties & Real Estate,H111,Real Estate Development & Management,GAMA,Aksara Global Development Tbk,S,06/30/2022,Dec,U,,"1,378.55",322.67,"1,055.88",10.19,-14.74,-14.79,-14.50,-2.87,105.47,-17.43,0.47,0.31,-2.00,-3.00,-282.00,49.57
637.00,Properties & Real Estate,H111,Real Estate Development & Management,GMTD,Gowa Makassar Tourism Development Tbk,S,06/30/2022,Dec,U,,"1,145.80",582.34,563.47,86.83,6.59,6.40,6.40,-320.38,"5,549.33",-45.34,2.62,1.03,-1.00,-3.00,-18.00,14539.24
638.00,Properties & Real Estate,H111,Real Estate Development & Management,GPRA,Perdana Gapuraprima Tbk,S,06/30/2022,Dec,U,,"1,762.33",625.01,"1,137.32",151.53,31.44,31.41,31.04,14.55,265.94,5.98,0.33,0.55,3.00,5.00,41.00,87.76
639.00,Properties & Real Estate,H111,Real Estate Development & Management,GWSA,Greenwood Sejahtera Tbk,S,06/30/2022,Dec,U,,"7,677.88",641.48,"7,036.40",20.79,41.19,41.19,41.74,3.52,902.01,43.99,0.18,0.09,0.00,0.00,132.00,162.36
640.00,Properties & Real Estate,H111,Real Estate Development & Management,HOMI,Grand House Mulia Tbk,S,03/31/2022,Dec,U,,290.91,170.33,120.58,6.44,0.84,0.67,0.67,3.44,76.56,174.66,7.84,1.41,2.00,4.00,84.00,600.23
641.00,Properties & Real Estate,H112,Real Estate Services,INDO,PT Royalindo Investa Wijaya Tbk,S,06/30/2022,Dec,U,,"1,000.58",1.98,998.60,3.03,15.31,15.31,15.31,3.22,229.15,32.59,0.46,0.00,2.00,2.00,654.00,105.41
642.00,Properties & Real Estate,H111,Real Estate Development & Management,INPP,Indonesian Paradise Property Tbk,S,06/30/2022,Dec,U,,"8,835.68","3,106.19","5,729.49",300.82,-3.22,11.30,8.46,1.34,512.39,296.30,0.78,0.54,0.00,0.00,5.00,399.66
643.00,Properties & Real Estate,H111,Real Estate Development & Management,IPAC,Era Graharealty Tbk,0,06/30/2022,Dec,U,,33.85,7.34,26.51,10.47,0.95,0.73,0.73,4.46,27.91,25.80,4.12,0.28,11.00,14.00,35.00,114.99
644.00,Properties & Real Estate,H111,Real Estate Development & Management,JRPT,Jaya Real Property Tbk,S,06/30/2022,Dec,U,,"12,221.97","4,012.52","8,209.44","1,008.90",380.49,374.24,368.32,55.97,597.05,8.54,0.80,0.49,6.00,9.00,76.00,477.64
645.00,Properties & Real Estate,H111,Real Estate Development & Management,KBAG,Karya Bersama Anugerah Tbk,S,06/30/2022,Dec,U,,460.81,73.14,387.68,30.75,6.69,6.18,6.18,1.08,54.22,46.18,0.92,0.19,2.00,2.00,25.00,49.88
646.00,Properties & Real Estate,H111,Real Estate Development & Management,KIJA,Kawasan Industri Jababeka Tbk,S,06/30/2022,Dec,U,,"12,420.87","6,095.30","6,325.57","1,137.20",-37.43,-43.11,-56.18,3.91,303.75,38.88,0.51,0.96,1.00,1.00,7.00,154.91
647.00,Properties & Real Estate,H111,Real Estate Development & Management,KOTA,DMS Propertindo Tbk,S,06/30/2022,Dec,U,,"1,552.00",309.21,"1,242.79",8.90,-16.48,-16.48,-16.48,-1.84,117.84,-27.16,0.42,0.25,-1.00,-2.00,-218.00,49.49
648.00,Properties & Real Estate,H111,Real Estate Development & Management,LAND,Trimitra Propertindo Tbk,S,06/30/2022,Dec,U,,750.91,279.22,471.69,22.14,-3.79,-4.18,-4.18,-3.03,168.91,-23.45,0.44,0.59,-1.00,-2.00,-38.00,74.32
649.00,Properties & Real Estate,H111,Real Estate Development & Management,LCGP,Eureka Prima Jakarta Tbk,S,09/30/2021,Dec,U,,"1,632.53",40.03,"1,592.49",1.64,-1.30,-1.34,-1.32,0.06,282.86,"2,008.04",0.40,0.03,0.00,0.00,20.00,113.14
650.00,Properties & Real Estate,H111,Real Estate Development & Management,LPCK,Lippo Cikarang Tbk,S,06/30/2022,Dec,U,,"9,228.96","2,601.47","6,627.49",750.10,225.85,222.54,222.53,60.38,"2,473.31",19.05,0.46,0.39,2.00,2.00,22.00,1137.72
651.00,Properties & Real Estate,H111,Real Estate Development & Management,LPKR,Lippo Karawaci Tbk,S,06/30/2022,Dec,LR,,"51,437.48","30,248.67","21,188.81","6,762.71",-895.68,"-1,066.95","-1,205.96",-34.22,298.86,-3.36,0.38,1.43,-5.00,-12.00,-38.00,113.57
652.00,Properties & Real Estate,H111,Real Estate Development & Management,LPLI,Star Pacific Tbk,S,06/30/2022,Dec,U,,"1,108.04",17.48,"1,090.56",11.86,-8.63,-8.63,-8.63,102.23,931.76,2.80,0.31,0.02,-11.00,-11.00,"-1,044.00",288.85
653.00,Properties & Real Estate,H111,Real Estate Development & Management,MDLN,Modernland Realty Tbk,S,06/30/2022,Dec,U,,"13,716.80","9,174.04","4,542.75",466.84,493.72,353.29,353.29,57.59,362.46,2.05,0.33,2.02,5.00,16.00,155.00,119.61
654.00,Properties & Real Estate,H111,Real Estate Development & Management,MKPI,Metropolitan Kentjana Tbk,S,06/30/2022,Dec,U,,"8,339.46","2,339.66","5,999.80",859.39,340.69,274.40,274.43,463.31,"6,327.61",48.56,3.56,0.39,5.00,7.00,51.00,22526.29
655.00,Properties & Real Estate,H111,Real Estate Development & Management,MMLP,Mega Manunggal Property Tbk,S,06/30/2022,Dec,U,,"7,458.11","1,215.43","6,242.69",165.12,90.36,89.23,48.45,28.07,906.16,16.39,0.49,0.19,3.00,3.00,117.00,444.02
656.00,Properties & Real Estate,H111,Real Estate Development & Management,MPRO,Maha Properti Indonesia Tbk,S,06/30/2022,Dec,U,,"1,740.03",398.65,"1,341.39",12.18,-12.91,-13.21,-13.30,-1.78,134.91,-382.09,5.04,0.30,-2.00,-2.00,-226.00,679.95
657.00,Properties & Real Estate,H111,Real Estate Development & Management,MTLA,Metropolitan Land Tbk,S,06/30/2022,Dec,U,,"6,656.11","2,124.35","4,531.76",488.81,148.50,125.58,110.65,52.01,591.99,6.77,0.63,0.47,6.00,9.00,81.00,372.95
658.00,Properties & Real Estate,H111,Real Estate Development & Management,MTSM,Metro Realty Tbk,S,06/30/2022,Dec,U,,63.36,25.20,38.17,10.68,-3.47,-4.62,-4.61,-18.92,163.92,-9.36,1.08,0.66,-9.00,-14.00,-51.00,177.03
659.00,Properties & Real Estate,H111,Real Estate Development & Management,MYRX,Hanson International Tbk,S,09/30/2019,Dec,U,,"12,904.25","4,401.98","8,502.27",923.01,117.26,98.13,77.43,-0.09,98.06,0.00,0.51,0.52,0.00,0.00,-1.00,50.01
660.00,Properties & Real Estate,H111,Real Estate Development & Management,MYRXP,Hanson International (Seri B) Tbk,S,09/30/2019,Dec,U,,"12,904.25","4,401.98","8,502.27",923.01,117.26,98.13,77.43,-7.04,"7,584.57",0.00,0.01,0.52,0.00,0.00,-1.00,75.85
661.00,Properties & Real Estate,H111,Real Estate Development & Management,NIRO,City Retail Developments Tbk,S,06/30/2022,Dec,U,,"11,997.05","5,742.99","6,254.06",410.22,-144.12,-183.21,-76.40,-4.27,281.73,-34.65,0.53,0.92,-1.00,-2.00,-23.00,149.32
662.00,Properties & Real Estate,H111,Real Estate Development & Management,NZIA,Nusantara Almazia Tbk,S,06/30/2022,Dec,U,,623.72,110.88,512.84,45.31,2.15,1.55,0.45,0.69,233.37,194.48,0.58,0.22,0.00,0.00,3.00,135.35
663.00,Properties & Real Estate,H111,Real Estate Development & Management,OMRE,Indonesia Prima Property Tbk,S,06/30/2022,Dec,U,,"4,106.65",798.35,"3,308.30",39.57,-77.95,-77.78,-77.88,-87.02,"1,895.87",-5.80,0.25,0.24,-4.00,-5.00,-384.00,473.97
664.00,Properties & Real Estate,H111,Real Estate Development & Management,PAMG,Bima Sakti Pertiwi Tbk,S,06/30/2022,Dec,U,,581.92,157.91,424.01,26.60,-1.86,-2.01,-2.01,-2.70,135.68,-31.13,0.62,0.37,-1.00,-2.00,-32.00,84.12
665.00,Properties & Real Estate,H111,Real Estate Development & Management,PLIN,Plaza Indonesia Realty Tbk,S,06/30/2022,Dec,U,,"12,185.67","1,213.44","10,972.23",499.67,175.73,174.78,174.78,120.79,"3,090.77",17.63,0.69,0.11,3.00,4.00,83.00,2132.63
666.00,Properties & Real Estate,H111,Real Estate Development & Management,POLI,Pollux Hotels Group Tbk,S,06/30/2022,Dec,U,,"2,589.70",690.22,"1,899.49",147.56,174.22,170.68,170.68,93.46,944.77,8.56,0.85,0.36,7.00,10.00,127.00,803.05
667.00,Properties & Real Estate,H111,Real Estate Development & Management,POLL,Pollux Properties Indonesia Tbk,S,03/31/2022,Dec,,,"6,812.39","5,431.73","1,380.66",99.01,11.24,11.24,5.62,-16.37,165.97,-19.06,1.88,3.93,-2.00,-10.00,-138.00,312.02
668.00,Properties & Real Estate,H111,Real Estate Development & Management,POSA,Bliss Properti Indonesia Tbk,S,06/30/2022,Dec,U,,899.26,954.53,-55.26,29.51,-38.74,-38.97,-38.77,-15.81,-6.59,-3.16,-7.59,-17.27,-15.00,0.00,-449.00,50.02
669.00,Properties & Real Estate,H111,Real Estate Development & Management,PPRO,PP Properti Tbk,S,03/31/2022,Dec,U,,"21,396.65","16,895.36","4,501.29",380.97,11.49,1.46,1.29,0.33,72.98,149.42,0.69,3.75,0.00,0.00,5.00,50.36
670.00,Properties & Real Estate,H111,Real Estate Development & Management,PUDP,Pudjiadi Prestige Tbk,S,06/30/2022,Dec,U,,694.05,399.92,294.13,24.96,-6.60,-7.32,-7.32,-73.09,892.50,-5.20,0.43,1.36,-3.00,-6.00,-74.00,383.78
671.00,Properties & Real Estate,H111,Real Estate Development & Management,PURI,Puri Global Sukses Tbk,S,06/30/2022,Dec,U,,254.81,128.64,126.17,17.15,0.89,0.89,1.13,5.63,126.17,76.42,3.55,1.02,2.00,4.00,33.00,447.90
672.00,Properties & Real Estate,H111,Real Estate Development & Management,PWON,Pakuwon Jati Tbk,S,06/30/2022,Dec,U,,"29,722.33","9,683.26","20,039.07","2,750.92",859.18,859.48,753.51,34.71,416.10,13.02,1.09,0.48,6.00,8.00,61.00,453.55
673.00,Properties & Real Estate,H111,Real Estate Development & Management,RBMS,Ristia Bintang Mahkotasejati Tbk,S,06/30/2022,Dec,U,,749.91,219.40,530.51,21.81,-25.46,-25.63,-25.44,-12.56,199.73,-3.98,0.25,0.41,-4.00,-6.00,-153.00,49.93
674.00,Properties & Real Estate,H111,Real Estate Development & Management,RDTX,Roda Vivatex Tbk,S,06/30/2022,Dec,U,,"3,198.34",286.16,"2,912.18",247.30,160.88,135.49,135.49,938.88,"10,834.00",9.32,0.81,0.10,8.00,9.00,102.00,8775.54
675.00,Properties & Real Estate,H111,Real Estate Development & Management,REAL,Repower Asia Indonesia Tbk,S,06/30/2022,Dec,U,,352.94,1.47,351.47,3.01,0.30,0.23,0.23,0.13,52.98,385.61,0.94,0.00,0.00,0.00,29.00,49.80
676.00,Properties & Real Estate,H111,Real Estate Development & Management,RIMO,Rimo International Lestari Tbk,S,09/30/2019,Dec,U,,"6,741.40",569.64,"6,171.76",507.99,81.94,80.61,76.89,1.60,136.90,0.00,0.37,0.09,1.00,1.00,14.00,50.65
677.00,Properties & Real Estate,H111,Real Estate Development & Management,ROCK,Rockfields Properti Indonesia Tbk,S,06/30/2022,Dec,U,,"1,047.96",284.97,762.99,43.38,4.89,0.53,0.53,-5.32,531.63,-65.06,0.69,0.37,-1.00,-1.00,-18.00,366.82
678.00,Properties & Real Estate,H111,Real Estate Development & Management,RODA,Pikko Land Development Tbk,S,06/30/2022,Dec,U,,"3,642.79","1,436.66","2,206.13",63.15,-29.32,-24.03,-24.13,-1.39,162.31,-54.52,0.47,0.65,-1.00,-1.00,-30.00,76.29
679.00,Properties & Real Estate,H111,Real Estate Development & Management,SATU,Kota Satu Properti Tbk,S,06/30/2022,Dec,U,,256.16,189.78,66.37,10.80,-2.98,-2.73,-2.67,-10.74,48.27,-6.98,1.64,2.86,-6.00,-22.00,-137.00,79.16
680.00,Properties & Real Estate,H111,Real Estate Development & Management,SMDM,Suryamas Dutamakmur Tbk,S,06/30/2022,Dec,U,,"3,343.98",463.52,"2,880.46",313.88,107.79,100.94,83.42,23.04,603.60,8.51,0.32,0.16,4.00,5.00,45.00,193.15
681.00,Properties & Real Estate,H111,Real Estate Development & Management,SMRA,Summarecon Agung Tbk,S,06/30/2022,Dec,U,,"27,236.83","15,907.03","11,329.80","2,728.94",426.95,307.62,254.61,28.46,686.30,21.08,0.87,1.40,2.00,4.00,17.00,597.08
